,price,Days on Market,Year Built,sqft,bed,bath,zipcode
809,1550,7.0,1998.0,1167,2,2,89144
810,1550,7.0,1998.0,1167,2,2,89144
812,1675,7.0,1998.0,1332,3,2,89144
813,1575,7.0,1998.0,1332,3,2,89144
814,1675,7.0,1998.0,1332,3,2,89144
815,1650,7.0,1998.0,1332,3,2,89144
817,1065,,,675,1,1,89121
818,1160,,,880,2,2,89121
821,1071,48.0,,832,1,1,89118
822,1138,48.0,,832,1,1,89118
823,1138,48.0,,832,1,1,89118
824,1138,48.0,,832,1,1,89118
825,1138,48.0,,832,1,1,89118
826,1138,48.0,,832,1,1,89118
828,1424,48.0,,1120,2,2,89118
829,1424,48.0,,1120,2,2,89118
830,1417,48.0,,1120,2,2,89118
831,1417,48.0,,1120,2,2,89118
834,1127,7.0,2003.0,717,1,1,89123
835,1127,7.0,2003.0,717,1,1,89123
836,1117,7.0,2003.0,717,1,1,89123
837,1117,7.0,2003.0,717,1,1,89123
839,1365,7.0,2003.0,947,2,2,89123
842,1350,4.0,,773,1,1,89183
843,1400,4.0,,847,1,1,89183
844,1390,4.0,,847,1,1,89183
845,1390,4.0,,847,1,1,89183
846,1505,4.0,,901,1,1,89183
847,1480,4.0,,901,1,1,89183
848,1505,4.0,,901,1,1,89183
849,1505,4.0,,901,1,1,89183
850,1400,4.0,,847,1,1,89183
851,1400,4.0,,847,1,1,89183
852,1480,4.0,,901,1,1,89183
853,1385,4.0,,809,1,1,89183
855,1465,4.0,,1077,2,2,89183
856,1800,4.0,,1298,2,2,89183
857,1750,4.0,,1166,2,2,89183
858,1565,4.0,,1077,2,2,89183
859,1565,4.0,,1077,2,2,89183
860,1800,4.0,,1298,2,2,89183
861,1800,4.0,,1298,2,2,89183
862,1700,4.0,,1166,2,2,89183
863,1725,4.0,,1166,2,2,89183
864,1725,4.0,,1166,2,2,89183
865,1740,4.0,,1298,2,2,89183
866,1600,4.0,,1071,2,2,89183
867,1565,4.0,,1077,2,2,89183
868,1620,4.0,,1071,2,2,89183
869,1800,4.0,,1298,2,2,89183
870,1700,4.0,,1166,2,2,89183
871,1850,4.0,,1298,2,2,89183
872,1540,4.0,,1071,2,2,89183
873,1825,4.0,,1298,2,2,89183
874,1540,4.0,,1071,2,2,89183
875,1565,4.0,,1077,2,2,89183
878,1965,27.0,,754,1,1,89119
879,2628,27.0,,1264,1,1,89119
880,2640,27.0,,1264,1,1,89119
881,2210,27.0,,679,1,1,89119
882,2867,27.0,,1264,1,1,89119
883,1739,27.0,,901,1,1,89119
884,2285,27.0,,1264,1,1,89119
885,1749,27.0,,901,1,1,89119
886,1733,27.0,,915,1,1,89119
887,1593,27.0,,763,1,1,89119
888,1749,27.0,,901,1,1,89119
889,1626,27.0,,672,1,1,89119
890,1579,27.0,,678,1,1,89119
891,1739,27.0,,901,1,1,89119
892,1542,27.0,,678,1,1,89119
893,1749,27.0,,901,1,1,89119
894,2210,27.0,,679,1,1,89119
895,1647,27.0,,851,1,1,89119
896,1892,27.0,,711,1,1,89119
897,1435,27.0,,766,1,1,89119
898,2051,27.0,,679,1,1,89119
899,2204,27.0,,679,1,1,89119
900,2135,27.0,,679,1,1,89119
901,2222,27.0,,679,1,1,89119
902,1966,27.0,,1264,1,1,89119
903,1793,27.0,,905,1,1,89119
904,1516,27.0,,678,1,1,89119
905,1264,27.0,,754,1,1,89119
906,1854,27.0,,901,1,1,89119
907,1589,27.0,,725,1,1,89119
908,1485,27.0,,754,1,1,89119
909,1684,27.0,,915,1,1,89119
910,1539,27.0,,678,1,1,89119
911,1589,27.0,,777,1,1,89119
912,1668,27.0,,751,1,1,89119
913,1558,27.0,,777,1,1,89119
914,1721,27.0,,836,1,1,89119
915,1761,27.0,,836,1,1,89119
916,1708,27.0,,751,1,1,89119
917,1711,27.0,,836,1,1,89119
918,1647,27.0,,851,1,1,89119
919,1579,27.0,,725,1,1,89119
920,1696,27.0,,836,1,1,89119
921,1506,27.0,,717,1,1,89119
922,1658,27.0,,751,1,1,89119
923,1627,27.0,,672,1,1,89119
924,1707,27.0,,794,1,1,89119
925,1514,27.0,,717,1,1,89119
926,1854,27.0,,901,1,1,89119
927,1538,27.0,,757,1,1,89119
928,1658,27.0,,761,1,1,89119
929,1508,27.0,,777,1,1,89119
930,1539,27.0,,725,1,1,89119
931,1698,27.0,,751,1,1,89119
932,1870,27.0,,643,1,1,89119
933,1649,27.0,,725,1,1,89119
934,1579,27.0,,725,1,1,89119
935,1507,27.0,,717,1,1,89119
936,1539,27.0,,812,1,1,89119
937,1630,27.0,,794,1,1,89119
938,1625,27.0,,794,1,1,89119
939,1518,27.0,,757,1,1,89119
940,1588,27.0,,757,1,1,89119
941,1859,27.0,,754,1,1,89119
942,1539,27.0,,678,1,1,89119
943,1780,27.0,,711,1,1,89119
944,1513,27.0,,717,1,1,89119
945,2508,27.0,,851,1,1,89119
946,1439,27.0,,700,1,1,89119
947,1564,27.0,,678,1,1,89119
948,1518,27.0,,757,1,1,89119
949,1678,27.0,,761,1,1,89119
950,1965,27.0,,754,1,1,89119
951,1733,27.0,,915,1,1,89119
953,1794,27.0,,932,2,1,89119
955,2921,27.0,,1034,2,2,89119
956,1848,27.0,,1140,2,2,89119
957,3104,27.0,,1034,2,2,89119
958,1834,27.0,,1170,2,2,89119
959,1647,27.0,,1035,2,2,89119
960,1968,27.0,,1038,2,2,89119
961,3166,27.0,,1034,2,2,89119
962,2405,27.0,,1034,2,2,89119
963,1912,27.0,,1166,2,2,89119
964,1680,27.0,,1052,2,2,89119
965,1879,27.0,,1168,2,2,89119
966,1804,27.0,,1217,2,2,89119
967,1979,27.0,,1203,2,2,89119
968,2026,27.0,,1190,2,2,89119
969,1781,27.0,,1168,2,2,89119
970,1681,27.0,,1222,2,2,89119
971,2088,27.0,,1217,2,2,89119
972,1702,27.0,,1029,2,2,89119
973,2131,27.0,,1298,2,2,89119
974,2488,27.0,,1190,2,2,89119
975,2265,27.0,,1298,2,2,89119
976,1804,27.0,,1217,2,2,89119
977,2657,27.0,,1034,2,2,89119
978,2204,27.0,,1298,2,2,89119
979,3546,27.0,,1265,2,2,89119
980,2075,27.0,,1190,2,2,89119
981,2030,27.0,,1203,2,2,89119
982,1694,27.0,,1085,2,2,89119
983,1970,27.0,,1140,2,2,89119
984,2002,27.0,,1219,2,2,89119
985,1669,27.0,,1085,2,2,89119
986,1884,27.0,,1219,2,2,89119
987,1639,27.0,,1085,2,2,89119
988,2362,27.0,,1140,2,2,89119
989,2002,27.0,,1219,2,2,89119
990,2019,27.0,,1175,2,2,89119
991,1708,27.0,,1187,2,2,89119
992,1933,27.0,,1170,2,2,89119
993,1785,27.0,,1222,2,2,89119
994,1941,27.0,,1219,2,2,89119
995,2118,27.0,,1170,2,2,89119
996,2007,27.0,,1140,2,2,89119
997,1748,27.0,,1187,2,2,89119
998,1804,27.0,,1168,2,2,89119
999,2019,27.0,,1140,2,2,89119
1000,1914,27.0,,1187,2,2,89119
1001,2088,27.0,,1203,2,2,89119
1002,2101,27.0,,1166,2,2,89119
1003,1730,27.0,,1170,2,2,89119
1004,1659,27.0,,1085,2,2,89119
1005,1832,27.0,,1222,2,2,89119
1006,1673,27.0,,1140,2,2,89119
1007,1884,27.0,,1219,2,2,89119
1008,1659,27.0,,1085,2,2,89119
1009,1753,27.0,,1140,2,2,89119
1010,1763,27.0,,1140,2,2,89119
1011,1624,27.0,,1035,2,2,89119
1012,1680,27.0,,1052,2,2,89119
1013,2921,27.0,,1034,2,2,89119
1014,1702,27.0,,1029,2,2,89119
1015,1927,27.0,,1038,2,2,89119
1017,3021,27.0,,1419,3,2,89119
1018,2607,27.0,,1567,3,2,89119
1019,2289,27.0,,1253,3,2,89119
1020,2124,27.0,,1265,3,2,89119
1021,1927,27.0,,1289,3,2,89119
1022,2289,27.0,,1253,3,2,89119
1024,3479,27.0,,1742,3,3,89119
1027,0,0.0,0.0,0,0,0,0
1029,0,0.0,0.0,0,0,0,0
1030,0,0.0,0.0,0,0,0,0
1031,0,0.0,0.0,0,0,0,0
1032,0,0.0,0.0,0,0,0,0
1033,0,0.0,0.0,0,0,0,0
1035,0,0.0,0.0,0,0,0,0
1040,1745,24.0,1998.0,1793,3,2,89144
1043,2595,33.0,2008.0,2108,3,2,89149
1045,2350,33.0,2008.0,1942,3,25,89149
1048,0,0.0,0.0,0,0,0,0
1049,0,0.0,0.0,0,0,0,0
1050,0,0.0,0.0,0,0,0,0
1052,0,0.0,0.0,0,0,0,0
1054,0,0.0,0.0,0,0,0,0
1057,1500,35.0,,1204,3,2,89129
1060,1300,6.0,1988.0,1035,2,2,89146
1063,1301,,,686,1,1,89148
1064,1296,,,672,1,1,89148
1065,1276,,,672,1,1,89148
1066,1416,,,686,1,1,89148
1067,1301,,,672,1,1,89148
1068,1391,,,672,1,1,89148
1069,1411,,,686,1,1,89148
1071,1644,,,1041,2,2,89148
1072,1550,,,967,2,2,89148
1073,1545,,,967,2,2,89148
1074,1535,,,1041,2,2,89148
1075,1535,,,1041,2,2,89148
1076,1540,,,1041,2,2,89148
1077,1530,,,1041,2,2,89148
1078,1555,,,1041,2,2,89148
1079,1540,,,967,2,2,89148
1080,1550,,,967,2,2,89148
1081,1540,,,967,2,2,89148
1083,2434,,,1223,3,2,89148
1084,2421,,,1223,3,2,89148
1087,1156,,,740,1,1,89129
1088,1181,,,740,1,1,89129
1089,1213,,,740,1,1,89129
1090,1266,,,740,1,1,89129
1091,1213,,,740,1,1,89129
1093,1300,,,1121,2,2,89129
1094,1362,,,960,2,2,89129
1095,1355,,,1121,2,2,89129
1097,1884,,,1320,3,2,89129
1099,975,4.0,,497,0,1,89104
1101,1075,4.0,,725,1,1,89104
1102,1075,4.0,,725,1,1,89104
1103,1075,4.0,,725,1,1,89104
1104,1075,4.0,,725,1,1,89104
1105,1075,4.0,,725,1,1,89104
1107,1295,4.0,,974,2,2,89104
1108,1295,4.0,,974,2,2,89104
1109,1295,4.0,,974,2,2,89104
1110,1295,4.0,,974,2,2,89104
1111,1295,4.0,,974,2,2,89104
1113,1425,4.0,,1077,3,2,89104
1114,1459,4.0,,1077,3,2,89104
1115,1459,4.0,,1077,3,2,89104
1116,1425,4.0,,1077,3,2,89104
1117,1425,4.0,,1077,3,2,89104
1120,1097,33.0,1989.0,800,1,1,89121
1121,1176,33.0,1989.0,800,1,1,89121
1122,1027,33.0,1989.0,600,1,1,89121
1123,1117,33.0,1989.0,800,1,1,89121
1124,1102,33.0,1989.0,800,1,1,89121
1125,1097,33.0,1989.0,800,1,1,89121
1126,1117,33.0,1989.0,800,1,1,89121
1127,1107,33.0,1989.0,700,1,1,89121
1128,1117,33.0,1989.0,800,1,1,89121
1130,1185,33.0,1989.0,800,2,1,89121
1131,1185,33.0,1989.0,800,2,1,89121
1133,1311,33.0,1989.0,1050,2,2,89121
1134,1316,33.0,1989.0,1050,2,2,89121
1135,1281,33.0,1989.0,1050,2,2,89121
1136,1251,33.0,1989.0,1050,2,2,89121
1137,1231,33.0,1989.0,950,2,2,89121
1138,1241,33.0,1989.0,950,2,2,89121
1141,1170,23.0,1998.0,745,1,1,89123
1142,1110,23.0,1998.0,745,1,1,89123
1144,1310,23.0,1998.0,1015,2,2,89123
1145,1285,23.0,1998.0,1015,2,2,89123
1146,1255,23.0,1998.0,1015,2,2,89123
1148,1555,23.0,1998.0,1205,3,2,89123
1149,1525,23.0,1998.0,1205,3,2,89123
1152,1228,8.0,,814,1,1,89108
1153,1203,8.0,,814,1,1,89108
1154,1203,8.0,,814,1,1,89108
1155,1203,8.0,,814,1,1,89108
1156,1178,8.0,,814,1,1,89108
1157,1203,8.0,,814,1,1,89108
1158,1203,8.0,,814,1,1,89108
1159,1203,8.0,,814,1,1,89108
1160,1203,8.0,,814,1,1,89108
1161,1203,8.0,,814,1,1,89108
1162,1203,8.0,,814,1,1,89108
1163,1203,8.0,,814,1,1,89108
1165,1383,8.0,,1115,2,2,89108
1166,1358,8.0,,1115,2,2,89108
1169,1434,27.0,2016.0,898,1,1,89052
1170,1166,27.0,2016.0,644,1,1,89052
1171,1424,27.0,2016.0,836,1,1,89052
1172,1424,27.0,2016.0,836,1,1,89052
1173,1324,27.0,2016.0,898,1,1,89052
1174,1446,27.0,2016.0,836,1,1,89052
1175,1361,27.0,2016.0,836,1,1,89052
1176,1356,27.0,2016.0,836,1,1,89052
1177,1337,27.0,2016.0,836,1,1,89052
1178,1370,27.0,2016.0,836,1,1,89052
1179,1547,27.0,2016.0,898,1,1,89052
1181,1433,27.0,2016.0,1123,2,2,89052
1182,1538,27.0,2016.0,1219,2,2,89052
1183,1628,27.0,2016.0,1219,2,2,89052
1184,1517,27.0,2016.0,1123,2,2,89052
1185,1726,27.0,2016.0,1219,2,2,89052
1186,1628,27.0,2016.0,1219,2,2,89052
1187,1576,27.0,2016.0,1219,2,2,89052
1188,1535,27.0,2016.0,1219,2,2,89052
1189,1484,27.0,2016.0,1219,2,2,89052
1190,1616,27.0,2016.0,1123,2,2,89052
1191,1508,27.0,2016.0,1219,2,2,89052
1192,1486,27.0,2016.0,1123,2,2,89052
1193,1502,27.0,2016.0,1123,2,2,89052
1194,1650,27.0,2016.0,1123,2,2,89052
1195,1702,27.0,2016.0,1123,2,2,89052
1196,1507,27.0,2016.0,1123,2,2,89052
1197,1627,27.0,2016.0,1123,2,2,89052
1198,1476,27.0,2016.0,1123,2,2,89052
1199,1653,27.0,2016.0,1123,2,2,89052
1200,1556,27.0,2016.0,1123,2,2,89052
1201,1528,27.0,2016.0,1219,2,2,89052
1202,1576,27.0,2016.0,1219,2,2,89052
1204,2002,27.0,2016.0,1390,3,2,89052
1207,1145,,,900,1,1,89119
1208,1095,,,900,1,1,89119
1209,1045,,,685,1,1,89119
1210,1045,,,685,1,1,89119
1211,1020,,,685,1,1,89119
1212,1095,,,900,1,1,89119
1213,1145,,,900,1,1,89119
1214,1095,,,900,1,1,89119
1215,1095,,,900,1,1,89119
1216,1095,,,900,1,1,89119
1217,1095,,,900,1,1,89119
1218,1145,,,900,1,1,89119
1219,1095,,,900,1,1,89119
1220,1145,,,900,1,1,89119
1221,1145,,,900,1,1,89119
1223,1350,,,1150,2,2,89119
1224,1400,,,1150,2,2,89119
1225,1350,,,1150,2,2,89119
1226,1500,,,1000,2,2,89119
1227,1350,,,1150,2,2,89119
1228,1490,,,1150,2,2,89119
1229,1575,,,1250,2,2,89119
1230,1350,,,1150,2,2,89119
1231,1525,,,1250,2,2,89119
1232,1350,,,1150,2,2,89119
1233,1350,,,1150,2,2,89119
1234,1490,,,1150,2,2,89119
1235,1525,,,1250,2,2,89119
1236,1500,,,1000,2,2,89119
1237,1400,,,1150,2,2,89119
1240,1170,,2007.0,767,1,1,89146
1241,1055,,2007.0,755,1,1,89146
1242,1055,,2007.0,755,1,1,89146
1243,1055,,2007.0,755,1,1,89146
1244,1055,,2007.0,755,1,1,89146
1245,1160,,2007.0,755,1,1,89146
1246,1065,,2007.0,767,1,1,89146
1248,1265,,2007.0,1029,2,2,89146
1249,1390,,2007.0,1029,2,2,89146
1250,1210,,2007.0,994,2,2,89146
1251,1390,,2007.0,1029,2,2,89146
1252,1210,,2007.0,994,2,2,89146
1253,1265,,2007.0,1029,2,2,89146
1254,1335,,2007.0,994,2,2,89146
1257,1351,14.0,2016.0,877,1,1,89178
1258,1457,14.0,2016.0,858,1,1,89178
1259,1452,14.0,2016.0,905,1,1,89178
1260,1504,14.0,2016.0,877,1,1,89178
1261,1377,14.0,2016.0,905,1,1,89178
1262,1452,14.0,2016.0,905,1,1,89178
1263,1357,14.0,2016.0,762,1,1,89178
1264,1347,14.0,2016.0,762,1,1,89178
1265,1199,14.0,2016.0,749,1,1,89178
1267,1608,14.0,2016.0,1150,2,2,89178
1268,1573,14.0,2016.0,1018,2,2,89178
1269,1583,14.0,2016.0,1018,2,2,89178
1270,1598,14.0,2016.0,1043,2,2,89178
1271,1697,14.0,2016.0,1231,2,2,89178
1272,1628,14.0,2016.0,1155,2,2,89178
1273,1508,14.0,2016.0,1018,2,2,89178
1274,1647,14.0,2016.0,1231,2,2,89178
1275,1473,14.0,2016.0,1018,2,2,89178
1276,1583,14.0,2016.0,1018,2,2,89178
1279,1355,31.0,1996.0,834,1,1,89117
1280,1395,31.0,1996.0,834,1,1,89117
1281,1335,31.0,1996.0,834,1,1,89117
1282,1310,31.0,1996.0,700,1,1,89117
1283,1344,31.0,1996.0,834,1,1,89117
1284,1336,31.0,1996.0,834,1,1,89117
1285,1365,31.0,1996.0,966,1,15,89117
1287,1365,31.0,1996.0,966,1,15,89117
1289,1586,31.0,1996.0,1200,2,2,89117
1290,1541,31.0,1996.0,1130,2,2,89117
1291,1617,31.0,1996.0,1200,2,2,89117
1292,1494,31.0,1996.0,1011,2,2,89117
1293,1712,31.0,1996.0,1130,2,2,89117
1294,1541,31.0,1996.0,1130,2,2,89117
1295,1434,31.0,1996.0,1011,2,2,89117
1296,1369,31.0,1996.0,1200,2,2,89117
1297,1560,31.0,1996.0,1011,2,2,89117
1298,1561,31.0,1996.0,1130,2,2,89117
1299,1627,31.0,1996.0,1200,2,2,89117
1300,1602,31.0,1996.0,1130,2,2,89117
1301,1591,31.0,1996.0,1200,2,2,89117
1302,1615,31.0,1996.0,1011,2,2,89117
1304,1979,31.0,1996.0,1322,3,2,89117
1307,1275,,,503,0,1,89141
1308,1450,,,503,0,1,89141
1309,1375,,,503,0,1,89141
1310,1275,,,503,0,1,89141
1311,1375,,,503,0,1,89141
1312,1450,,,503,0,1,89141
1313,1275,,,503,0,1,89141
1314,1375,,,503,0,1,89141
1315,1375,,,503,0,1,89141
1316,1275,,,503,0,1,89141
1317,1485,,,503,0,1,89141
1318,1275,,,503,0,1,89141
1319,1450,,,503,0,1,89141
1320,1275,,,503,0,1,89141
1321,1275,,,503,0,1,89141
1322,1375,,,503,0,1,89141
1323,1275,,,503,0,1,89141
1324,1500,,,503,0,1,89141
1325,1375,,,503,0,1,89141
1326,1375,,,503,0,1,89141
1327,1275,,,503,0,1,89141
1328,1375,,,503,0,1,89141
1329,1275,,,503,0,1,89141
1331,1690,,,792,1,1,89141
1332,2340,,,1264,1,1,89141
1333,1805,,,792,1,1,89141
1334,1500,,,664,1,1,89141
1335,2890,,,1264,1,1,89141
1336,1865,,,792,1,1,89141
1337,1905,,,950,1,1,89141
1338,1905,,,950,1,1,89141
1339,2890,,,1264,1,1,89141
1340,1500,,,664,1,1,89141
1341,2355,,,1264,1,1,89141
1342,2695,,,1112,1,1,89141
1343,2155,,,792,1,1,89141
1344,1400,,,664,1,1,89141
1345,1865,,,792,1,1,89141
1346,2160,,,1112,1,1,89141
1347,1865,,,792,1,1,89141
1348,2355,,,1264,1,1,89141
1349,2340,,,1264,1,1,89141
1350,1515,,,664,1,1,89141
1351,1575,,,664,1,1,89141
1352,1415,,,664,1,1,89141
1353,1500,,,664,1,1,89141
1354,1415,,,664,1,1,89141
1355,1500,,,664,1,1,89141
1356,2320,,,1112,1,1,89141
1357,2340,,,1264,1,1,89141
1358,1930,,,792,1,1,89141
1359,1905,,,950,1,1,89141
1360,2255,,,792,1,1,89141
1361,2470,,,1112,1,1,89141
1362,1500,,,664,1,1,89141
1363,1920,,,950,1,1,89141
1364,1400,,,664,1,1,89141
1365,1515,,,664,1,1,89141
1366,2355,,,1264,1,1,89141
1367,1605,,,792,1,1,89141
1368,1940,,,792,1,1,89141
1369,1400,,,664,1,1,89141
1370,2340,,,1264,1,1,89141
1371,2145,,,1112,1,1,89141
1372,1575,,,664,1,1,89141
1373,1400,,,664,1,1,89141
1374,1575,,,664,1,1,89141
1375,1400,,,664,1,1,89141
1376,1605,,,792,1,1,89141
1377,1515,,,664,1,1,89141
1378,2145,,,1112,1,1,89141
1379,2145,,,1112,1,1,89141
1380,1865,,,792,1,1,89141
1381,1940,,,792,1,1,89141
1382,1500,,,664,1,1,89141
1383,2130,,,792,1,1,89141
1384,2340,,,1264,1,1,89141
1385,1755,,,792,1,1,89141
1386,2145,,,1112,1,1,89141
1387,1655,,,792,1,1,89141
1388,1605,,,792,1,1,89141
1389,1415,,,664,1,1,89141
1390,1805,,,792,1,1,89141
1391,1905,,,950,1,1,89141
1392,1515,,,664,1,1,89141
1393,1400,,,664,1,1,89141
1394,1500,,,664,1,1,89141
1395,2160,,,1112,1,1,89141
1396,2145,,,1112,1,1,89141
1397,1920,,,950,1,1,89141
1398,2355,,,1264,1,1,89141
1399,1575,,,664,1,1,89141
1400,1400,,,664,1,1,89141
1401,2470,,,1112,1,1,89141
1402,1400,,,664,1,1,89141
1403,1765,,,792,1,1,89141
1404,1500,,,664,1,1,89141
1405,2695,,,1112,1,1,89141
1406,2695,,,1112,1,1,89141
1407,2145,,,1112,1,1,89141
1408,1400,,,664,1,1,89141
1409,1865,,,792,1,1,89141
1410,1765,,,792,1,1,89141
1411,1495,,,664,1,1,89141
1412,1500,,,664,1,1,89141
1414,2350,,,1098,2,2,89141
1415,2545,,,1265,2,2,89141
1416,2595,,,1098,2,2,89141
1417,2395,,,1265,2,2,89141
1418,2545,,,1265,2,2,89141
1419,2125,,,1098,2,2,89141
1420,2825,,,1341,2,2,89141
1421,2395,,,1265,2,2,89141
1422,2785,,,1341,2,2,89141
1423,2345,,,1265,2,2,89141
1424,2675,,,1341,2,2,89141
1425,2025,,,1011,2,2,89141
1426,2545,,,1265,2,2,89141
1427,2425,,,1265,2,2,89141
1428,2175,,,1098,2,2,89141
1429,2300,,,1098,2,2,89141
1430,2570,,,1265,2,2,89141
1431,2075,,,1098,2,2,89141
1432,2345,,,1265,2,2,89141
1433,2345,,,1265,2,2,89141
1434,2375,,,1265,2,2,89141
1435,2345,,,1265,2,2,89141
1436,1925,,,1011,2,2,89141
1437,2675,,,1341,2,2,89141
1438,2505,,,1265,2,2,89141
1439,2850,,,1341,2,2,89141
1440,2075,,,1098,2,2,89141
1441,2690,,,1341,2,2,89141
1442,2345,,,1265,2,2,89141
1443,2040,,,1011,2,2,89141
1444,2375,,,1265,2,2,89141
1445,2025,,,1011,2,2,89141
1446,2825,,,1341,2,2,89141
1447,2175,,,1098,2,2,89141
1448,1925,,,1011,2,2,89141
1449,2345,,,1265,2,2,89141
1450,2025,,,1011,2,2,89141
1451,2230,,,1075,2,2,89141
1452,2345,,,1265,2,2,89141
1453,2175,,,1098,2,2,89141
1454,1925,,,1011,2,2,89141
1455,2575,,,1341,2,2,89141
1456,2575,,,1341,2,2,89141
1457,2175,,,1011,2,2,89141
1458,2030,,,1075,2,2,89141
1459,1925,,,1011,2,2,89141
1460,2325,,,1098,2,2,89141
1461,2575,,,1341,2,2,89141
1462,2495,,,1098,2,2,89141
1463,2345,,,1265,2,2,89141
1464,2345,,,1265,2,2,89141
1465,2505,,,1265,2,2,89141
1466,2345,,,1265,2,2,89141
1467,2040,,,1011,2,2,89141
1468,2575,,,1341,2,2,89141
1469,2545,,,1265,2,2,89141
1470,2040,,,1011,2,2,89141
1471,2670,,,1265,2,2,89141
1472,2575,,,1341,2,2,89141
1473,2225,,,1098,2,2,89141
1474,2895,,,1265,2,2,89141
1475,2375,,,1098,2,2,89141
1476,2930,,,1075,2,2,89141
1477,2445,,,1265,2,2,89141
1478,2685,,,1341,2,2,89141
1479,2345,,,1265,2,2,89141
1480,2675,,,1341,2,2,89141
1481,2800,,,1341,2,2,89141
1482,2675,,,1341,2,2,89141
1483,2675,,,1341,2,2,89141
1484,2345,,,1265,2,2,89141
1485,2690,,,1341,2,2,89141
1486,2395,,,1265,2,2,89141
1487,2675,,,1341,2,2,89141
1488,2250,,,1098,2,2,89141
1489,2575,,,1341,2,2,89141
1490,2575,,,1341,2,2,89141
1491,2675,,,1341,2,2,89141
1492,2300,,,1098,2,2,89141
1493,2825,,,1341,2,2,89141
1494,2075,,,1098,2,2,89141
1495,2575,,,1341,2,2,89141
1496,2690,,,1341,2,2,89141
1497,2175,,,1011,2,2,89141
1498,2575,,,1341,2,2,89141
1499,2175,,,1011,2,2,89141
1500,2040,,,1011,2,2,89141
1501,2075,,,1098,2,2,89141
1502,2325,,,1098,2,2,89141
1503,2175,,,1011,2,2,89141
1504,2175,,,1098,2,2,89141
1505,2785,,,1341,2,2,89141
1506,2690,,,1341,2,2,89141
1507,2825,,,1341,2,2,89141
1508,2025,,,1011,2,2,89141
1509,2575,,,1341,2,2,89141
1510,2325,,,1098,2,2,89141
1511,2370,,,1265,2,2,89141
1512,2325,,,1098,2,2,89141
1515,1050,18.0,1988.0,700,1,1,89102
1516,1050,18.0,1988.0,700,1,1,89102
1517,1025,18.0,1988.0,700,1,1,89102
1518,975,18.0,1988.0,700,1,1,89102
1519,1000,18.0,1988.0,700,1,1,89102
1520,1100,18.0,1988.0,700,1,1,89102
1521,1100,18.0,1988.0,700,1,1,89102
1522,1075,18.0,1988.0,700,1,1,89102
1523,1075,18.0,1988.0,700,1,1,89102
1524,1025,18.0,1988.0,700,1,1,89102
1525,975,18.0,1988.0,700,1,1,89102
1526,1075,18.0,1988.0,700,1,1,89102
1527,1075,18.0,1988.0,700,1,1,89102
1528,1000,18.0,1988.0,700,1,1,89102
1529,1000,18.0,1988.0,700,1,1,89102
1530,1025,18.0,1988.0,700,1,1,89102
1532,1175,18.0,1988.0,1035,2,2,89102
1533,1150,18.0,1988.0,1035,2,2,89102
1534,1250,18.0,1988.0,1035,2,2,89102
1535,1225,18.0,1988.0,1035,2,2,89102
1536,1250,18.0,1988.0,1035,2,2,89102
1537,1200,18.0,1988.0,1035,2,2,89102
1538,1200,18.0,1988.0,1035,2,2,89102
1539,1200,18.0,1988.0,1035,2,2,89102
1540,1150,18.0,1988.0,1035,2,2,89102
1541,1175,18.0,1988.0,1035,2,2,89102
1542,1225,18.0,1988.0,1035,2,2,89102
1543,1275,18.0,1988.0,1035,2,2,89102
1544,1175,18.0,1988.0,1035,2,2,89102
1545,1200,18.0,1988.0,1035,2,2,89102
1546,1225,18.0,1988.0,1035,2,2,89102
1547,1250,18.0,1988.0,1035,2,2,89102
1548,1225,18.0,1988.0,1035,2,2,89102
1549,1250,18.0,1988.0,1035,2,2,89102
1550,1250,18.0,1988.0,1035,2,2,89102
1553,1075,45.0,,740,1,1,89120
1554,1075,45.0,,740,1,1,89120
1555,910,45.0,,740,1,1,89120
1556,1075,45.0,,740,1,1,89120
1557,1095,45.0,,790,1,1,89120
1558,1095,45.0,,790,1,1,89120
1559,1075,45.0,,740,1,1,89120
1560,1060,45.0,,790,1,1,89120
1561,1095,45.0,,790,1,1,89120
1562,1095,45.0,,790,1,1,89120
1564,1250,45.0,,1030,2,2,89120
1565,1365,45.0,,1030,2,2,89120
1566,1365,45.0,,1030,2,2,89120
1567,1365,45.0,,1030,2,2,89120
1568,1365,45.0,,1030,2,2,89120
1569,1365,45.0,,1030,2,2,89120
1572,1250,2.0,2000.0,965,2,2,89183
1573,1250,2.0,2000.0,965,2,2,89183
1575,1350,2.0,2000.0,1072,3,2,89183
1577,475,,,275,0,1,89109
1578,450,,,475,0,1,89109
1579,450,,,600,1,1,89109
1580,550,,,900,2,1,89109
1581,675,,,1300,2,15,89109
1582,599,,,1000,2,2,89109
1583,800,,,1474,3,15,89109
1584,750,,,1100,3,2,89109
1585,1050,,,2500,4,3,89109
1587,750,,,680,0,1,89101
1589,980,,,792,1,1,89103
1590,1135,,,921,2,2,89103
1591,1185,,,969,2,2,89103
1594,1225,13.0,,800,1,1,89147
1595,1250,13.0,,800,1,1,89147
1597,1420,13.0,,1000,2,1,89147
1598,1470,13.0,,1000,2,1,89147
1599,1215,13.0,,1000,2,1,89147
1601,1385,13.0,,1100,2,2,89147
1602,1435,13.0,,1100,2,2,89147
1603,1435,13.0,,1100,2,2,89147
1604,1200,13.0,,1100,2,2,89147
